symbol,direction,entry_time,entry_price,exit_time,exit_price,quantity,exit_reason,gross_pnl,costs,net_pnl,capital_after
NSE:LT-EQ,short,2023-03-22T13:15:00+05:30,2219.65,2023-03-22T13:42:00+05:30,2224.0893,3,stoploss,-13.3179,57.0872,-70.4051,6867.2261
NSE:ICICIBANK-EQ,long,2023-03-22T13:45:00+05:30,859.3,2023-03-22T13:48:00+05:30,857.5814,7,stoploss,-12.0302,56.1134,-68.1436,6799.0825
NSE:SBIN-EQ,long,2023-03-22T13:45:00+05:30,525.45,2023-03-22T13:48:00+05:30,524.3991,13,stoploss,-13.6617,57.3222,-70.9839,6796.2422
NSE:ASIANPAINT-EQ,long,2023-03-22T12:06:00+05:30,2840.0,2023-03-22T14:06:00+05:30,2834.32,2,stoploss,-11.36,55.6168,-66.9768,6940.2481
NSE:SUNPHARMA-EQ,long,2023-03-22T14:06:00+05:30,967.8,2023-03-22T14:36:00+05:30,971.6712,7,target,27.0984,57.271,-30.1726,6910.0755
NSE:RELIANCE-EQ,long,2023-03-22T13:48:00+05:30,1141.65,2023-03-22T14:39:00+05:30,1139.3667,6,stoploss,-13.6998,57.3504,-71.0502,6725.1919
NSE:KOTAKBANK-EQ,short,2023-03-22T13:00:00+05:30,339.92,2023-03-22T15:00:00+05:30,340.5998,20,stoploss,-13.5968,57.2943,-70.8911,7000.5267
NSE:ICICIBANK-EQ,short,2023-03-22T14:51:00+05:30,855.1,2023-03-22T15:00:00+05:30,856.8102,7,stoploss,-11.9714,56.0876,-68.059,6657.133
NSE:INFY-EQ,short,2023-03-22T13:18:00+05:30,1386.85,2023-03-22T15:09:00+05:30,1389.6237,5,stoploss,-13.8685,57.496,-71.3645,6866.2667
NSE:WIPRO-EQ,short,2023-03-22T13:21:00+05:30,183.45,2023-03-22T15:15:00+05:30,183.3,37,time_exit,5.55,57.2651,-51.7151,6885.9161
NSE:HDFCBANK-EQ,long,2023-03-22T13:45:00+05:30,787.25,2023-03-22T15:15:00+05:30,788.25,8,time_exit,8.0,56.5489,-48.5489,6818.6772
NSE:TCS-EQ,long,2023-03-22T14:27:00+05:30,3123.05,2023-03-22T15:15:00+05:30,3132.3,2,time_exit,18.5,56.4802,-37.9802,6902.2679
NSE:AXISBANK-EQ,short,2023-03-22T14:33:00+05:30,849.8,2023-03-22T15:15:00+05:30,849.8,8,time_exit,-0.0,57.2849,-57.2849,6882.9632
NSE:LT-EQ,short,2023-03-22T14:42:00+05:30,2219.95,2023-03-22T15:15:00+05:30,2214.3,3,time_exit,16.95,57.0676,-40.1176,6685.0743
NSE:ASIANPAINT-EQ,long,2023-03-22T15:15:00+05:30,2840.0,2023-03-22T15:18:00+05:30,2839.1,2,time_exit,-1.8,55.6244,-57.4244,6627.6499
NSE:TCS-EQ,long,2023-03-22T15:18:00+05:30,3132.3,2023-03-22T15:21:00+05:30,3130.3,2,time_exit,-4.0,56.4899,-60.4899,6567.16
NSE:SUNPHARMA-EQ,long,2023-03-22T15:18:00+05:30,971.95,2023-03-22T15:21:00+05:30,972.2,6,time_exit,1.5,55.852,-54.352,6573.2979
NSE:KOTAKBANK-EQ,long,2023-03-22T15:24:00+05:30,341.0,2023-03-22T15:27:00+05:30,341.27,19,time_exit,5.13,56.8151,-51.6851,6521.6127
NSE:TITAN-EQ,long,2023-03-23T10:39:00+05:30,2510.7,2023-03-23T10:42:00+05:30,2505.6786,2,stoploss,-10.0428,54.6409,-64.6837,6456.929
NSE:AXISBANK-EQ,long,2023-03-23T11:00:00+05:30,858.85,2023-03-23T11:06:00+05:30,857.1323,7,stoploss,-12.0239,56.1087,-68.1326,6388.7964
NSE:HDFCBANK-EQ,long,2023-03-23T11:03:00+05:30,788.25,2023-03-23T11:06:00+05:30,786.6735,8,stoploss,-12.612,56.5445,-69.1565,6387.7726
NSE:LT-EQ,long,2023-03-23T10:57:00+05:30,2233.3,2023-03-23T11:12:00+05:30,2228.8334,2,stoploss,-8.9332,53.8188,-62.752,6394.1771
NSE:ICICIBANK-EQ,long,2023-03-23T10:57:00+05:30,863.3,2023-03-23T11:18:00+05:30,861.5734,7,stoploss,-12.0862,56.1549,-68.2411,6388.6879
NSE:TCS-EQ,long,2023-03-23T10:54:00+05:30,3132.9,2023-03-23T11:33:00+05:30,3145.4316,2,target,25.0632,56.5147,-31.4515,6425.4776
NSE:RELIANCE-EQ,short,2023-03-23T11:18:00+05:30,1126.55,2023-03-23T11:33:00+05:30,1128.8031,5,stoploss,-11.2655,55.5635,-66.829,6321.8589
NSE:BAJFINANCE-EQ,long,2023-03-23T11:30:00+05:30,588.5,2023-03-23T11:45:00+05:30,587.323,10,stoploss,-11.77,55.9206,-67.6906,6320.9973
NSE:ICICIBANK-EQ,long,2023-03-23T11:39:00+05:30,864.1,2023-03-23T11:54:00+05:30,862.3718,7,stoploss,-12.0974,56.1632,-68.2606,6253.5983
NSE:SBIN-EQ,short,2023-03-23T11:27:00+05:30,517.1,2023-03-23T12:00:00+05:30,518.1342,12,stoploss,-12.4104,56.4135,-68.8239,6319.864
NSE:KOTAKBANK-EQ,short,2023-03-23T11:09:00+05:30,338.03,2023-03-23T12:15:00+05:30,338.7061,18,stoploss,-12.1691,56.2343,-68.4034,6319.3691
NSE:HDFCBANK-EQ,long,2023-03-23T11:30:00+05:30,787.2,2023-03-23T12:15:00+05:30,790.3488,8,target,25.1904,56.5619,-31.3715,6357.3164
NSE:BAJFINANCE-EQ,long,2023-03-23T12:12:00+05:30,587.42,2023-03-23T12:18:00+05:30,586.2452,10,stoploss,-11.7484,55.9046,-67.653,6252.211
NSE:SUNPHARMA-EQ,long,2023-03-23T11:33:00+05:30,977.95,2023-03-23T12:21:00+05:30,981.8618,6,target,23.4708,55.9228,-32.452,6289.4069
NSE:ICICIBANK-EQ,long,2023-03-23T12:00:00+05:30,863.85,2023-03-23T12:45:00+05:30,867.3054,7,target,24.1878,56.1893,-32.0015,6287.8625
NSE:AXISBANK-EQ,long,2023-03-23T11:45:00+05:30,858.45,2023-03-23T13:12:00+05:30,856.7331,7,stoploss,-12.0183,56.1046,-68.1229,6252.8745
NSE:TITAN-EQ,long,2023-03-23T12:48:00+05:30,2511.95,2023-03-23T13:12:00+05:30,2506.9261,2,stoploss,-10.0478,54.6446,-64.6924,6223.1701
NSE:KOTAKBANK-EQ,long,2023-03-23T13:03:00+05:30,340.0,2023-03-23T13:12:00+05:30,339.32,18,stoploss,-12.24,56.2688,-68.5088,6219.3537
NSE:KOTAKBANK-EQ,long,2023-03-23T13:15:00+05:30,339.49,2023-03-23T13:36:00+05:30,338.811,18,stoploss,-12.2216,56.2552,-68.4769,6150.8768
NSE:WIPRO-EQ,long,2023-03-23T13:12:00+05:30,182.05,2023-03-23T13:48:00+05:30,181.6859,34,stoploss,-12.3794,56.3721,-68.7515,6150.6022
NSE:BAJFINANCE-EQ,long,2023-03-23T13:12:00+05:30,587.67,2023-03-23T13:48:00+05:30,586.4947,10,stoploss,-11.7534,55.9083,-67.6617,6151.692
NSE:RELIANCE-EQ,long,2023-03-23T13:33:00+05:30,1130.0,2023-03-23T13:48:00+05:30,1127.74,5,stoploss,-11.3,55.5724,-66.8724,6152.4813
NSE:HDFCBANK-EQ,long,2023-03-23T13:36:00+05:30,793.45,2023-03-23T13:48:00+05:30,791.8631,7,stoploss,-11.1083,55.4303,-66.5386,6084.3382
NSE:TCS-EQ,long,2023-03-23T12:36:00+05:30,3140.8,2023-03-23T14:00:00+05:30,3134.5184,2,stoploss,-12.5632,56.5083,-69.0715,6220.3354
NSE:LT-EQ,short,2023-03-23T14:00:00+05:30,2220.95,2023-03-23T14:15:00+05:30,2212.0662,2,target,17.7676,53.7769,-36.0093,6184.3261
NSE:SBIN-EQ,short,2023-03-23T14:00:00+05:30,518.0,2023-03-23T14:30:00+05:30,515.928,11,target,22.792,55.6368,-32.8448,6187.4906
NSE:RELIANCE-EQ,short,2023-03-23T14:06:00+05:30,1127.47,2023-03-23T14:51:00+05:30,1122.9601,5,target,22.5494,55.547,-32.9976,6187.3378
NSE:INFY-EQ,short,2023-03-23T14:06:00+05:30,1375.0,2023-03-23T15:15:00+05:30,1375.5,4,time_exit,-2.0,55.3602,-57.3602,6162.9752
NSE:SUNPHARMA-EQ,short,2023-03-23T15:00:00+05:30,977.9,2023-03-23T15:15:00+05:30,977.6,6,time_exit,1.8,55.9026,-54.1026,6133.2352
NSE:WIPRO-EQ,short,2023-03-23T15:18:00+05:30,180.73,2023-03-23T15:21:00+05:30,180.73,33,time_exit,-0.0,56.0473,-56.0473,6077.188
NSE:WIPRO-EQ,short,2023-03-23T15:24:00+05:30,180.73,2023-03-23T15:27:00+05:30,180.98,33,time_exit,-8.25,56.053,-64.303,6012.885
NSE:LT-EQ,short,2023-03-23T15:24:00+05:30,2207.0,2023-03-23T15:27:00+05:30,2206.8,2,time_exit,0.4,53.7475,-53.3475,6023.8404
NSE:SUNPHARMA-EQ,short,2023-03-23T15:24:00+05:30,977.05,2023-03-23T15:27:00+05:30,977.95,6,time_exit,-5.4,55.9,-61.3,6015.888
NSE:LT-EQ,short,2023-03-24T10:33:00+05:30,2204.45,2023-03-24T10:42:00+05:30,2195.6322,2,target,17.6356,53.7281,-36.0925,5979.7955
NSE:ASIANPAINT-EQ,short,2023-03-24T10:39:00+05:30,2781.05,2023-03-24T10:45:00+05:30,2786.6121,2,stoploss,-11.1242,55.4586,-66.5828,5949.3052
NSE:ICICIBANK-EQ,short,2023-03-24T10:42:00+05:30,852.45,2023-03-24T10:54:00+05:30,854.1549,7,stoploss,-11.9343,56.06,-67.9943,5911.8012
NSE:HDFCBANK-EQ,short,2023-03-24T11:00:00+05:30,781.15,2023-03-24T11:03:00+05:30,782.7123,7,stoploss,-10.9361,55.319,-66.2551,5845.5461
NSE:SBIN-EQ,short,2023-03-24T10:33:00+05:30,511.25,2023-03-24T11:09:00+05:30,512.2725,11,stoploss,-11.2475,55.5502,-66.7977,5949.0903
NSE:BAJFINANCE-EQ,short,2023-03-24T11:03:00+05:30,571.17,2023-03-24T11:09:00+05:30,572.3123,10,stoploss,-11.4234,55.6808,-67.1042,5778.442
NSE:SUNPHARMA-EQ,short,2023-03-24T10:42:00+05:30,971.15,2023-03-24T11:12:00+05:30,973.0923,6,stoploss,-11.6538,55.8518,-67.5056,5912.2899
NSE:AXISBANK-EQ,short,2023-03-24T10:57:00+05:30,845.3,2023-03-24T11:12:00+05:30,846.9906,6,stoploss,-10.1436,54.7306,-64.8742,5846.927
NSE:WIPRO-EQ,short,2023-03-24T11:09:00+05:30,181.5,2023-03-24T11:12:00+05:30,181.863,32,stoploss,-11.616,55.8237,-67.4397,5711.0022
NSE:TITAN-EQ,short,2023-03-24T11:09:00+05:30,2501.15,2023-03-24T11:12:00+05:30,2506.1523,2,stoploss,-10.0046,54.6274,-64.632,5713.8099
NSE:KOTAKBANK-EQ,short,2023-03-24T11:09:00+05:30,336.9,2023-03-24T11:21:00+05:30,337.5738,17,stoploss,-11.4546,55.7039,-67.1585,5711.2835
NSE:TCS-EQ,long,2023-03-24T11:15:00+05:30,3162.0,2023-03-24T11:27:00+05:30,3155.676,1,stoploss,-6.324,51.8856,-58.2096,5655.6004
NSE:AXISBANK-EQ,long,2023-03-24T11:54:00+05:30,851.0,2023-03-24T12:09:00+05:30,849.298,6,stoploss,-10.212,54.7663,-64.9783,5590.6221
NSE:BAJFINANCE-EQ,short,2023-03-24T11:12:00+05:30,571.6,2023-03-24T12:12:00+05:30,572.7432,10,stoploss,-11.432,55.6871,-67.1191,5646.6908
NSE:RELIANCE-EQ,short,2023-03-24T10:51:00+05:30,1112.85,2023-03-24T12:18:00+05:30,1115.0757,5,stoploss,-11.1285,55.4618,-66.5903,5882.7149
NSE:TCS-EQ,long,2023-03-24T12:09:00+05:30,3159.45,2023-03-24T12:30:00+05:30,3153.1311,1,stoploss,-6.3189,51.8818,-58.2007,5532.4214
NSE:KOTAKBANK-EQ,long,2023-03-24T12:24:00+05:30,338.88,2023-03-24T12:30:00+05:30,340.2355,17,target,23.0438,55.7642,-32.7203,5849.9945
NSE:ICICIBANK-EQ,long,2023-03-24T11:51:00+05:30,857.7,2023-03-24T12:33:00+05:30,855.9846,6,stoploss,-10.2924,54.8258,-65.1182,5590.4821
